id,name,bday,location,final,p
1606,Stephen McFeely,1970-01-02,Buffalo,upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Christopher_Markus.jpg/225px-Christopher_Markus.jpg,"Markus (born January 2, 1970)[2] grew up in Buffalo, New York,[3] the son of Budapest, Hungary-born physician Dr. Gabor Markus and registered nurse Rosemary Golebiewski Markus.[4] He has two siblings, sisters Jennifer and Elizabeth.[4] Markus earned a B.A. in creative writing from Rutgers University in 1991.[3] McFeely was born February 24, 1970, in Contra Costa County, California.[5][2] and grew up in the San Francisco Bay Area.[6] He earned a B.A. in English from the University of Notre Dame in 1991.[6] Both were aspiring novelists when they met in the graduate program for creative writing at the University of California, Davis in 1994.[7] They two ""couldn't see how we could make [book] writing our full-time day job,"" McFeely said in 2011, and they turned to screenwriting instead.[7]"
1607,John W. Campbell Jr.,1910-06-08,"Newark, New Jersey",upload.wikimedia.org/wikipedia/en/3/3a/Johnwcampbell1965.jpg,"John Wood Campbell Jr. (June 8, 1910 – July 11, 1971) was an American science fiction writer and editor. He was editor of Astounding Science Fiction (later called Analog Science Fiction and Fact) from late 1937 until his death and was part of the Golden Age of Science Fiction.  Campbell wrote super-science space opera under his own name and stories under his primary pseudonym, Don A. Stuart. Campbell also used the pen names Karl Van Kampen and Arthur McCann.[1] His novella Who Goes There? was adapted as the films The Thing from Another World (1951), The Thing (1982), and The Thing (2011)."
1608,Liubomiras Laucevicius,1950-06-15,,,
1609,Mark Boal,1973-01-23,New York City,upload.wikimedia.org/wikipedia/commons/thumb/1/10/Mark_Boal_02_cropped.jpg/330px-Mark_Boal_02_cropped.jpg,"In 2009, he wrote and produced The Hurt Locker, for which he won both the Academy Award for Best Original Screenplay and the Academy Award for Best Picture. In 2012, he wrote and produced Zero Dark Thirty, teaming again with director Kathryn Bigelow, about the tracking and killing of Osama bin Laden. The film earned him Academy Award nominations for Best Original Screenplay and Best Picture and a Writers Guild of America Award for Best Original Screenplay. The pair collaborated a third time for 2017's Detroit."
1610,Brian Hayes Currie,1973-01-23,New York City,upload.wikimedia.org/wikipedia/commons/thumb/1/10/Mark_Boal_02_cropped.jpg/330px-Mark_Boal_02_cropped.jpg,
1611,Aditya Roy Kapoor,1985-11-16,Mumbai,upload.wikimedia.org/wikipedia/commons/thumb/d/de/Aditya_Roy_Kapur_spotted_at_the_gym_in_Bandra.jpg/330px-Aditya_Roy_Kapur_spotted_at_the_gym_in_Bandra.jpg,"Aditya Roy Kapur (born 16 November 1985) is an Indian film actor who works in Hindi films. After making his acting debut with the 2009 musical comedy London Dreams, Kapur was praised portraying a aspiring magician in the 2010 romantic drama Guzaarish. After this, Kapur earned commercial success in Bollywood with the 2013 musical romance Aashiqui 2 and the 2013 romantic comedy Yeh Jawaani Hai Deewani, both of which were among the top-grossing productions of 2013. The latter gained him a nomination for the Filmfare Award for Best Supporting Actor."
1612,Srinivas Kavinayam,1985-11-16,Mumbai,upload.wikimedia.org/wikipedia/commons/thumb/d/de/Aditya_Roy_Kapur_spotted_at_the_gym_in_Bandra.jpg/330px-Aditya_Roy_Kapur_spotted_at_the_gym_in_Bandra.jpg,
1613,Billy Wilder,1906-06-22,Austria-Hungary,upload.wikimedia.org/wikipedia/commons/thumb/7/76/Gloria_Swanson_%26_Billy_Wilder_-_ca._1950.JPG/330px-Gloria_Swanson_%26_Billy_Wilder_-_ca._1950.JPG,"Billy Wilder (/ˈwaɪldər/; German: [ˈvɪldɐ]; born Samuel Wilder, June 22, 1906 – March 27, 2002) was an American filmmaker, screenwriter, producer, artist, and journalist whose career spanned more than five decades. He is regarded as one of the most brilliant and versatile filmmakers of the Hollywood Golden Age of cinema. With The Apartment, Wilder became the first person to win Academy Awards as producer, director, and screenwriter for the same film.[1]"
1614,Thora Birch,1982-03-11,Los Angeles,upload.wikimedia.org/wikipedia/commons/thumb/5/50/Thora_Birch.jpg/330px-Thora_Birch.jpg,"Her breakthrough role came in 1999 when she played Jane Burnham in the highly acclaimed film American Beauty, for which she earned a BAFTA nomination for Best Supporting Actress. She then starred as Enid in the cult hit Ghost World (2001), earning a nomination for the Golden Globe for Best Actress. In 2003, she received an Emmy Award nomination for playing the title role in Homeless to Harvard: The Liz Murray Story. Her other credits include Dungeons & Dragons (2000), The Hole (2001), Silver City (2004), Dark Corners (2006), Winter of Frozen Dreams (2009), and Petunia (2012)."
1615,Frank Pierson,1925-05-12,"Chappaqua, New York",upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Frank-Pierson-in-Persepolis.jpg/330px-Frank-Pierson-in-Persepolis.jpg,"Frank Romer Pierson[2] (May 12, 1925 – July 22, 2012) was an American screenwriter and film director.[3][4]"
1616,Andrea Eckert,,,,"Andrea Eckert (born 17 September 1958) is an Austrian stage and film actress, singer and documentary filmmaker."
1617,Adam Mervis,,,,
1618,Manoj Bajpayee,1969-04-23,Narkatiaganj,upload.wikimedia.org/wikipedia/commons/6/63/Manoj_Bajpayee_at_a_promotional_for_Aiyaary.jpg,"Manoj Bajpayee (born 23 April 1969), also credited as Manoj Bajpai, is an Indian film actor who predominantly works in Hindi cinema and has also done Telugu and Tamil language films. He is the recipient of two National Film Awards and four Filmfare Awards. In 2019, he was given India's fourth highest civilian honor Padma Shri for his contributions to art."
1619,Ethan Hawke,1970-11-06,"Austin, Texas",upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Ethan_Hawke_2018.jpg/330px-Ethan_Hawke_2018.jpg,"Ethan Green Hawke (born November 6, 1970)[1] is an American actor, writer, and director. He has been nominated for four Academy Awards and a Tony Award. Hawke has directed three feature films, three Off-Broadway plays, and a documentary. He has also written three novels."
1620,Roxann Dawson,,Los Angeles,upload.wikimedia.org/wikipedia/commons/thumb/7/78/Roxann_Dawson_2009_1.jpg/330px-Roxann_Dawson_2009_1.jpg,"Dawson was born in Los Angeles, California, to parents Richard and Rosalie Caballero.[1][2] She graduated from University of California, Berkeley in 1980.[3]"
1621,Topher Grace,1978-07-12,"New York City, New York",upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Topher_Grace_Giant_Mechanical_Man_premiere_2_-_Copy.jpg/330px-Topher_Grace_Giant_Mechanical_Man_premiere_2_-_Copy.jpg,"Grace was born in New York City,[2][3] the son of Pat, an assistant to the schoolmaster of the New Canaan Country School, and John Grace, a Madison Avenue executive.[4][5] He has a sister, Jenny.[6]"
1622,Wajdi Mouawad,,,,"Born in Lebanon, Mouawad's family left the country when he was eight due to the outbreak of the Lebanese Civil War.[citation needed] 
He moved to Montreal in 1983 after living in France for five years.[citation needed]
He obtained his diploma from the National Theatre School of Canada in 1991.[citation needed]"
1623,James Earl Jones,1931-01-17,"Arkabutla, Mississippi",upload.wikimedia.org/wikipedia/commons/thumb/3/3c/James_Earl_Jones_Baltimore.jpg/330px-James_Earl_Jones_Baltimore.jpg,"James Earl Jones (born January 17, 1931) is an American actor. His career has spanned more than six decades, and he has been described as ""one of America's most distinguished and versatile"" actors[5] and ""one of the greatest actors in American history"".[6] Since his Broadway debut in 1957, Jones has won many awards, including a Tony Award for his role in The Great White Hope, which also earned him a Golden Globe Award and an Academy Award nomination for Best Actor in a Leading Role for the film version of the play. Jones has won three Emmy Awards, including two in the same year in 1990. He is also known for his voice roles as Darth Vader in the Star Wars film series and Mufasa in Disney's The Lion King, as well as many other film, stage and television roles."
1624,Charlie Hunnam,1980-04-10,Newcastle,upload.wikimedia.org/wikipedia/commons/thumb/4/48/Charlie_Hunnam_at_Berlinale_2017.jpeg/330px-Charlie_Hunnam_at_Berlinale_2017.jpeg,Charles Matthew Hunnam (born 10 April 1980)[1] is a British actor and model.
1625,Winston Groom,1943-03-23,,,"Groom was born in Washington, D.C., and was raised in Mobile County, Alabama, where he attended University Military School (now known as UMS-Wright Preparatory School).[3] Groom's earliest ambition was to become a lawyer like his father; but, instead, while a literary editor in college, he chose to become a writer. Groom attended the University of Alabama, where he was a member of Delta Tau Delta Fraternity[3] and the Army ROTC, graduating in 1965.[3]"
1626,Kevin Hart,1979-07-06,,upload.wikimedia.org/wikipedia/commons/thumb/2/27/Kevin_Hart_2014_crop.jpg/330px-Kevin_Hart_2014_crop.jpg,
1627,Douglas Booth,1992-07-09,Greenwich,upload.wikimedia.org/wikipedia/commons/thumb/8/81/Douglas_Booth_-_February_2011_-_crop.jpg/330px-Douglas_Booth_-_February_2011_-_crop.jpg,Douglas John Booth (born 9 July 1992) is an English actor. He first came to public attention following his performance as Boy George in the BBC Two film Worried About the Boy (2010). He also starred in the BBC adaptations of Great Expectations and Christopher and His Kind (both 2011).
1628,Patrick McGoohan,1928-03-19,"New York City, New York",upload.wikimedia.org/wikipedia/commons/thumb/d/d2/McGoohanAllnightlongcrop1.png/330px-McGoohanAllnightlongcrop1.png,"Patrick Joseph McGoohan (19 March 1928 – 13 January 2009) was an Irish-American actor, screenwriter, and director. He began his career in the United Kingdom in the 1950s, relocating to the United States in the 1970s. His career-defining roles were in the British television series Danger Man (US: Secret Agent) and the surreal psychological drama The Prisoner, which he co-created. He was a BAFTA and twice Primetime Emmy Award winner."
1629,Frank Darabont,1959-01-28,Montbéliard,upload.wikimedia.org/wikipedia/commons/thumb/1/19/Frank_Darabont_at_the_PaleyFest_2011_-_The_Walking_Dead_panel.jpg/300px-Frank_Darabont_at_the_PaleyFest_2011_-_The_Walking_Dead_panel.jpg,"Frank Árpád Darabont (born Ferenc Árpád Darabont, January 28, 1959) is a Hungarian-American[1] film director, screenwriter and producer who has been nominated for three Academy Awards and a Golden Globe Award. In his early career, he was primarily a screenwriter for horror films such as A Nightmare on Elm Street 3: Dream Warriors, The Blob and The Fly II. As a director, he is known for his film adaptations of Stephen King novellas and novels such as The Shawshank Redemption, The Green Mile, and The Mist."
